,admin_2,admin_1,pixel,area,SoS,NRate
3258,Lupane,Matabeleland North,"(27.8, -18.5)",1.0,316,0.0
3259,Lupane,Matabeleland North,"(27.8, -18.4)",1.0,310,0.0
3260,Lupane,Matabeleland North,"(27.9, -19.5)",1.0,315,0.0
3261,Lupane,Matabeleland North,"(27.9, -19.4)",1.0,314,0.0
3262,Lupane,Matabeleland North,"(27.9, -19.3)",1.0,314,0.0
3263,Lupane,Matabeleland North,"(27.9, -19.2)",1.0,308,0.0
3264,Lupane,Matabeleland North,"(27.9, -19.1)",1.0,310,0.0
3265,Lupane,Matabeleland North,"(27.9, -19.0)",1.0,308,0.0
3266,Lupane,Matabeleland North,"(27.9, -18.9)",1.0,313,0.0
3267,Lupane,Matabeleland North,"(27.9, -18.8)",1.0,306,0.0
3268,Lupane,Matabeleland North,"(27.9, -18.7)",1.0,316,0.0
3269,Lupane,Matabeleland North,"(27.9, -18.6)",1.0,313,0.0
3270,Lupane,Matabeleland North,"(27.9, -18.5)",1.0,317,0.0
3271,Lupane,Matabeleland North,"(27.9, -18.4)",1.0,311,0.0
3272,Lupane,Matabeleland North,"(27.9, -18.3)",1.0,316,0.0
3273,Lupane,Matabeleland North,"(28.0, -19.4)",1.0,315,0.0
3274,Lupane,Matabeleland North,"(28.0, -19.3)",1.0,309,0.0
3275,Lupane,Matabeleland North,"(28.0, -19.2)",1.0,305,0.0
3276,Lupane,Matabeleland North,"(28.0, -19.1)",1.0,309,0.0
3277,Lupane,Matabeleland North,"(28.0, -19.0)",1.0,306,0.0
3278,Lupane,Matabeleland North,"(28.0, -18.9)",1.0,309,0.0
3279,Lupane,Matabeleland North,"(28.0, -18.8)",1.0,310,0.0
3280,Lupane,Matabeleland North,"(28.0, -18.7)",1.0,317,0.0
3281,Lupane,Matabeleland North,"(28.0, -18.6)",1.0,313,0.0
3282,Lupane,Matabeleland North,"(28.0, -18.5)",1.0,317,0.0
3283,Lupane,Matabeleland North,"(28.0, -18.4)",1.0,313,0.0
3284,Lupane,Matabeleland North,"(28.0, -18.3)",1.0,315,0.0
3285,Lupane,Matabeleland North,"(28.0, -18.2)",1.0,315,0.0
3286,Lupane,Matabeleland North,"(28.1, -19.3)",1.0,310,0.0
3287,Lupane,Matabeleland North,"(28.1, -19.2)",1.0,308,0.0
3288,Lupane,Matabeleland North,"(28.1, -19.1)",1.0,304,0.0
3289,Lupane,Matabeleland North,"(28.1, -19.0)",1.0,309,0.0
3290,Lupane,Matabeleland North,"(28.1, -18.9)",1.0,313,0.0
3291,Lupane,Matabeleland North,"(28.1, -18.8)",1.0,310,0.0
3292,Lupane,Matabeleland North,"(28.1, -18.7)",1.0,313,0.0
3293,Lupane,Matabeleland North,"(28.1, -18.6)",1.0,317,0.0
3294,Lupane,Matabeleland North,"(28.1, -18.5)",1.0,324,0.0
3295,Lupane,Matabeleland North,"(28.2, -19.2)",1.0,311,0.0
3296,Lupane,Matabeleland North,"(28.2, -19.1)",1.0,306,0.0
3297,Lupane,Matabeleland North,"(28.2, -19.0)",1.0,304,0.0
3298,Lupane,Matabeleland North,"(28.2, -18.9)",1.0,305,0.0
3299,Lupane,Matabeleland North,"(28.2, -18.8)",1.0,305,0.0
3300,Lupane,Matabeleland North,"(28.2, -18.7)",1.0,315,0.0
3301,Lupane,Matabeleland North,"(28.2, -18.6)",1.0,315,0.0
3302,Lupane,Matabeleland North,"(28.3, -19.2)",1.0,313,0.0
3303,Lupane,Matabeleland North,"(28.3, -19.1)",1.0,305,0.0
3304,Lupane,Matabeleland North,"(28.3, -19.0)",1.0,309,0.0
3305,Lupane,Matabeleland North,"(28.3, -18.9)",1.0,305,0.0
3306,Lupane,Matabeleland North,"(28.3, -18.8)",1.0,306,0.0
3307,Lupane,Matabeleland North,"(28.3, -18.7)",1.0,313,0.0
3308,Lupane,Matabeleland North,"(28.3, -18.6)",1.0,317,0.0
3309,Lupane,Matabeleland North,"(28.4, -19.2)",1.0,310,0.0
3310,Lupane,Matabeleland North,"(28.4, -19.1)",1.0,305,0.0
3311,Nkayi,Matabeleland North,"(28.3, -19.1)",1.0,305,0.0
3312,Nkayi,Matabeleland North,"(28.3, -19.0)",1.0,309,0.0
3313,Nkayi,Matabeleland North,"(28.3, -18.9)",1.0,305,0.0
3314,Nkayi,Matabeleland North,"(28.3, -18.8)",1.0,306,0.0
3315,Nkayi,Matabeleland North,"(28.3, -18.7)",1.0,313,0.0
3316,Nkayi,Matabeleland North,"(28.3, -18.6)",1.0,317,0.0
3317,Nkayi,Matabeleland North,"(28.4, -19.2)",1.0,310,0.0
3318,Nkayi,Matabeleland North,"(28.4, -19.1)",1.0,305,0.0
3319,Nkayi,Matabeleland North,"(28.4, -19.0)",1.0,314,0.0
3320,Nkayi,Matabeleland North,"(28.4, -18.9)",1.0,309,0.0
3321,Nkayi,Matabeleland North,"(28.4, -18.8)",1.0,305,0.0
3322,Nkayi,Matabeleland North,"(28.4, -18.7)",1.0,315,0.0
3323,Nkayi,Matabeleland North,"(28.4, -18.6)",1.0,315,0.0
3324,Nkayi,Matabeleland North,"(28.5, -19.2)",1.0,308,0.0
3325,Nkayi,Matabeleland North,"(28.5, -19.1)",1.0,305,0.0
3326,Nkayi,Matabeleland North,"(28.5, -19.0)",1.0,311,0.0
3327,Nkayi,Matabeleland North,"(28.5, -18.9)",1.0,310,0.0
3328,Nkayi,Matabeleland North,"(28.5, -18.8)",1.0,305,0.0
3329,Nkayi,Matabeleland North,"(28.5, -18.7)",1.0,313,0.0
3330,Nkayi,Matabeleland North,"(28.5, -18.6)",1.0,319,0.0
3331,Nkayi,Matabeleland North,"(28.6, -19.2)",1.0,306,0.0
3332,Nkayi,Matabeleland North,"(28.6, -19.1)",1.0,313,0.0
3333,Nkayi,Matabeleland North,"(28.6, -19.0)",1.0,310,0.0
3334,Nkayi,Matabeleland North,"(28.6, -18.9)",1.0,309,0.0
3335,Nkayi,Matabeleland North,"(28.6, -18.8)",1.0,308,0.0
3336,Nkayi,Matabeleland North,"(28.6, -18.7)",1.0,311,0.0
3337,Nkayi,Matabeleland North,"(28.6, -18.6)",1.0,313,0.0
3338,Nkayi,Matabeleland North,"(28.7, -19.3)",1.0,303,0.0
3339,Nkayi,Matabeleland North,"(28.7, -19.2)",1.0,306,0.0
3340,Nkayi,Matabeleland North,"(28.7, -19.1)",1.0,311,0.0
3341,Nkayi,Matabeleland North,"(28.7, -19.0)",1.0,310,0.0
3342,Nkayi,Matabeleland North,"(28.7, -18.9)",1.0,309,0.0
3343,Nkayi,Matabeleland North,"(28.7, -18.8)",1.0,309,0.0
3344,Nkayi,Matabeleland North,"(28.7, -18.7)",1.0,306,0.0
3345,Nkayi,Matabeleland North,"(28.7, -18.6)",1.0,313,0.0
3346,Nkayi,Matabeleland North,"(28.8, -19.3)",1.0,305,0.0
3347,Nkayi,Matabeleland North,"(28.8, -19.2)",1.0,309,0.0
3348,Nkayi,Matabeleland North,"(28.8, -19.1)",1.0,311,0.0
3349,Nkayi,Matabeleland North,"(28.8, -19.0)",1.0,310,0.0
3350,Nkayi,Matabeleland North,"(28.8, -18.9)",1.0,304,0.0
3351,Nkayi,Matabeleland North,"(28.8, -18.8)",1.0,305,0.0
3352,Nkayi,Matabeleland North,"(28.8, -18.7)",1.0,308,0.0
3353,Nkayi,Matabeleland North,"(28.8, -18.6)",1.0,309,0.0
3354,Nkayi,Matabeleland North,"(28.9, -19.3)",1.0,303,0.0
3355,Nkayi,Matabeleland North,"(28.9, -19.2)",1.0,308,0.0
3356,Nkayi,Matabeleland North,"(28.9, -19.1)",1.0,308,0.0
3357,Nkayi,Matabeleland North,"(28.9, -19.0)",1.0,308,0.0
3358,Nkayi,Matabeleland North,"(28.9, -18.9)",1.0,311,0.0
3359,Nkayi,Matabeleland North,"(28.9, -18.8)",1.0,313,0.0
3360,Nkayi,Matabeleland North,"(28.9, -18.7)",1.0,306,0.0
3361,Nkayi,Matabeleland North,"(28.9, -18.6)",1.0,315,0.0
3362,Nkayi,Matabeleland North,"(29.0, -19.2)",1.0,305,0.0
3363,Nkayi,Matabeleland North,"(29.0, -19.1)",1.0,305,0.0
3364,Nkayi,Matabeleland North,"(29.0, -19.0)",1.0,306,0.0
3365,Nkayi,Matabeleland North,"(29.0, -18.7)",1.0,314,0.0
3366,Nkayi,Matabeleland North,"(29.0, -18.6)",1.0,310,0.0
3367,Nkayi,Matabeleland North,"(29.1, -18.7)",1.0,313,0.0
3368,Nkayi,Matabeleland North,"(29.1, -18.6)",1.0,305,0.0
3369,Tsholotsho,Matabeleland North,"(26.7, -19.9)",1.0,327,0.0
3370,Tsholotsho,Matabeleland North,"(26.7, -19.8)",1.0,333,0.0
3371,Tsholotsho,Matabeleland North,"(26.8, -19.9)",1.0,334,0.0
3372,Tsholotsho,Matabeleland North,"(26.8, -19.8)",1.0,330,0.0
3373,Tsholotsho,Matabeleland North,"(26.8, -19.7)",1.0,327,0.0
3374,Tsholotsho,Matabeleland North,"(26.8, -19.6)",1.0,325,0.0
3375,Tsholotsho,Matabeleland North,"(26.8, -19.5)",1.0,317,0.0
3376,Tsholotsho,Matabeleland North,"(26.9, -19.8)",1.0,331,0.0
3377,Tsholotsho,Matabeleland North,"(26.9, -19.7)",1.0,329,0.0
3378,Tsholotsho,Matabeleland North,"(26.9, -19.6)",1.0,325,0.0
3379,Tsholotsho,Matabeleland North,"(26.9, -19.5)",1.0,315,0.0
3380,Tsholotsho,Matabeleland North,"(26.9, -19.4)",1.0,309,0.0
3381,Tsholotsho,Matabeleland North,"(26.9, -19.3)",1.0,309,0.0
3382,Tsholotsho,Matabeleland North,"(27.0, -19.8)",1.0,331,0.0
3383,Tsholotsho,Matabeleland North,"(27.0, -19.7)",1.0,325,0.0
3384,Tsholotsho,Matabeleland North,"(27.0, -19.6)",1.0,317,0.0
3385,Tsholotsho,Matabeleland North,"(27.0, -19.5)",1.0,314,0.0
3386,Tsholotsho,Matabeleland North,"(27.0, -19.4)",1.0,309,0.0
3387,Tsholotsho,Matabeleland North,"(27.0, -19.3)",1.0,311,0.0
3388,Tsholotsho,Matabeleland North,"(27.1, -19.8)",1.0,321,0.0
3389,Tsholotsho,Matabeleland North,"(27.1, -19.7)",1.0,322,0.0
3390,Tsholotsho,Matabeleland North,"(27.1, -19.6)",1.0,315,0.0
3391,Tsholotsho,Matabeleland North,"(27.1, -19.5)",1.0,316,0.0
3392,Tsholotsho,Matabeleland North,"(27.1, -19.4)",1.0,310,0.0
3393,Tsholotsho,Matabeleland North,"(27.1, -19.3)",1.0,314,0.0
3394,Tsholotsho,Matabeleland North,"(27.2, -19.8)",1.0,316,0.0
3395,Tsholotsho,Matabeleland North,"(27.2, -19.7)",1.0,314,0.0
3396,Tsholotsho,Matabeleland North,"(27.2, -19.6)",1.0,309,0.0
3397,Tsholotsho,Matabeleland North,"(27.2, -19.5)",1.0,317,0.0
3398,Tsholotsho,Matabeleland North,"(27.2, -19.4)",1.0,311,0.0
3399,Tsholotsho,Matabeleland North,"(27.2, -19.3)",1.0,316,0.0
3400,Tsholotsho,Matabeleland North,"(27.3, -19.8)",1.0,317,0.0
3401,Tsholotsho,Matabeleland North,"(27.3, -19.7)",1.0,313,0.0
3402,Tsholotsho,Matabeleland North,"(27.3, -19.6)",1.0,306,0.0
3403,Tsholotsho,Matabeleland North,"(27.3, -19.5)",1.0,315,0.0
3404,Tsholotsho,Matabeleland North,"(27.3, -19.4)",1.0,311,0.0
3405,Tsholotsho,Matabeleland North,"(27.3, -19.3)",1.0,311,0.0
3406,Tsholotsho,Matabeleland North,"(27.3, -19.2)",1.0,316,0.0
3407,Tsholotsho,Matabeleland North,"(27.4, -19.8)",1.0,318,0.0
3408,Tsholotsho,Matabeleland North,"(27.4, -19.7)",1.0,314,0.0
3409,Tsholotsho,Matabeleland North,"(27.4, -19.6)",1.0,310,0.0
3410,Tsholotsho,Matabeleland North,"(27.4, -19.5)",1.0,314,0.0
3411,Tsholotsho,Matabeleland North,"(27.4, -19.4)",1.0,308,0.0
3412,Tsholotsho,Matabeleland North,"(27.4, -19.3)",1.0,313,0.0
3413,Tsholotsho,Matabeleland North,"(27.4, -19.2)",1.0,311,0.0
3414,Tsholotsho,Matabeleland North,"(27.4, -19.1)",1.0,313,0.0
3415,Tsholotsho,Matabeleland North,"(27.5, -19.9)",1.0,311,0.0
3416,Tsholotsho,Matabeleland North,"(27.5, -19.8)",1.0,313,0.0
3417,Tsholotsho,Matabeleland North,"(27.5, -19.7)",1.0,310,0.0
3418,Tsholotsho,Matabeleland North,"(27.5, -19.6)",1.0,310,0.0
3419,Tsholotsho,Matabeleland North,"(27.5, -19.5)",1.0,311,0.0
3420,Tsholotsho,Matabeleland North,"(27.5, -19.4)",1.0,306,0.0
3421,Tsholotsho,Matabeleland North,"(27.5, -19.3)",1.0,305,0.0
3422,Tsholotsho,Matabeleland North,"(27.5, -19.2)",1.0,306,0.0
3423,Tsholotsho,Matabeleland North,"(27.5, -19.1)",1.0,305,0.0
3424,Tsholotsho,Matabeleland North,"(27.6, -20.0)",1.0,314,0.0
3425,Tsholotsho,Matabeleland North,"(27.6, -19.9)",1.0,306,0.0
3426,Tsholotsho,Matabeleland North,"(27.6, -19.8)",1.0,313,0.0
3427,Tsholotsho,Matabeleland North,"(27.6, -19.7)",1.0,311,0.0
3428,Tsholotsho,Matabeleland North,"(27.6, -19.6)",1.0,311,0.0
3429,Tsholotsho,Matabeleland North,"(27.6, -19.5)",1.0,311,0.0
3430,Tsholotsho,Matabeleland North,"(27.6, -19.4)",1.0,313,0.0
3431,Tsholotsho,Matabeleland North,"(27.6, -19.3)",1.0,311,0.0
3432,Tsholotsho,Matabeleland North,"(27.6, -19.2)",1.0,305,0.0
3433,Tsholotsho,Matabeleland North,"(27.6, -19.1)",1.0,310,0.0
3434,Tsholotsho,Matabeleland North,"(27.7, -20.1)",1.0,305,0.0
3435,Tsholotsho,Matabeleland North,"(27.7, -20.0)",1.0,310,0.0
3436,Tsholotsho,Matabeleland North,"(27.7, -19.9)",1.0,310,0.0
3437,Tsholotsho,Matabeleland North,"(27.7, -19.8)",1.0,311,0.0
3438,Tsholotsho,Matabeleland North,"(27.7, -19.7)",1.0,305,0.0
3439,Tsholotsho,Matabeleland North,"(27.7, -19.6)",1.0,313,0.0
3440,Tsholotsho,Matabeleland North,"(27.7, -19.5)",1.0,310,0.0
3441,Tsholotsho,Matabeleland North,"(27.7, -19.4)",1.0,314,0.0
3442,Tsholotsho,Matabeleland North,"(27.7, -19.3)",1.0,311,0.0
3443,Tsholotsho,Matabeleland North,"(27.7, -19.2)",1.0,311,0.0
3444,Tsholotsho,Matabeleland North,"(27.7, -19.1)",1.0,316,0.0
3445,Tsholotsho,Matabeleland North,"(27.8, -20.2)",1.0,304,0.0
3446,Tsholotsho,Matabeleland North,"(27.8, -20.1)",1.0,305,0.0
3447,Tsholotsho,Matabeleland North,"(27.8, -20.0)",1.0,313,0.0
3448,Tsholotsho,Matabeleland North,"(27.8, -19.9)",1.0,305,0.0
3449,Tsholotsho,Matabeleland North,"(27.8, -19.8)",1.0,304,0.0
3450,Tsholotsho,Matabeleland North,"(27.8, -19.7)",1.0,308,0.0
3451,Tsholotsho,Matabeleland North,"(27.8, -19.6)",1.0,308,0.0
3452,Tsholotsho,Matabeleland North,"(27.8, -19.5)",1.0,309,0.0
3453,Tsholotsho,Matabeleland North,"(27.9, -20.2)",1.0,304,0.0
3454,Tsholotsho,Matabeleland North,"(27.9, -20.1)",1.0,306,0.0
3455,Tsholotsho,Matabeleland North,"(27.9, -20.0)",1.0,311,0.0
3456,Tsholotsho,Matabeleland North,"(27.9, -19.9)",1.0,305,0.0
3457,Tsholotsho,Matabeleland North,"(27.9, -19.8)",1.0,304,0.0
3458,Tsholotsho,Matabeleland North,"(28.0, -20.1)",1.0,304,0.0
3459,Tsholotsho,Matabeleland North,"(28.0, -20.0)",1.0,309,0.0
3460,Tsholotsho,Matabeleland North,"(28.0, -19.9)",1.0,306,0.0
3461,Tsholotsho,Matabeleland North,"(28.1, -20.1)",1.0,304,0.0
3462,Tsholotsho,Matabeleland North,"(28.1, -20.0)",1.0,306,0.0
